CustomerID,Age,EmploymentStatus,AnnualIncome,CreditScore,DebtToIncomeRatio,LoanAmount,LoanPurpose,LoanDuration,RepaymentHistory,ComplianceFlag,RiskLevel
670,46,Self-Employed,30752.0,719,0.08,30241,Mortgage,10,4,Compliant,Medium
671,60,Employed,43603.0,551,0.49,24810,Mortgage,20,2,Non-Compliant,Low
672,28,Unemployed,51344.0,848,0.55,25167,Education,20,3,Non-Compliant,Low
673,35,Employed,70341.0,634,0.28,26811,Mortgage,15,1,Non-Compliant,Medium
674,64,Self-Employed,38081.0,391,0.3,44779,Mortgage,5,4,Non-Compliant,High
675,29,Self-Employed,41739.0,829,0.19,25085,Personal,20,4,Non-Compliant,Medium
676,26,Self-Employed,64164.0,362,0.54,14261,Education,10,2,Compliant,High
677,27,Self-Employed,37109.0,811,0.39,23733,Personal,20,3,Non-Compliant,Low
678,61,Self-Employed,67135.0,438,0.17,44779,Personal,30,2,Non-Compliant,Low
679,34,Employed,49863.0,484,0.18,34079,Education,5,2,Compliant,High
680,55,Employed,54546.0,504,0.53,38980,Mortgage,15,4,Compliant,Medium
681,24,Employed,55512.0,513,0.01,19141,Personal,5,2,Compliant,Low
682,63,Employed,40756.0,555,0.19,14344,Education,30,1,Non-Compliant,High
683,30,Self-Employed,55848.0,434,0.33,44472,Mortgage,30,2,Compliant,Medium
684,57,Unemployed,38414.0,387,0.09,20896,Education,30,1,Compliant,High
685,59,Employed,42468.0,506,0.06,28817,Personal,30,4,Compliant,Medium
686,26,Unemployed,58380.0,428,0.49,34813,Mortgage,10,3,Compliant,Medium
687,67,Employed,54400.0,302,0.54,23895,Mortgage,15,1,Non-Compliant,Medium
688,44,Employed,48875.0,420,0.49,5143,Education,30,3,Non-Compliant,Medium
689,19,Unemployed,31119.0,684,0.54,15681,Mortgage,30,3,Non-Compliant,High
690,22,Self-Employed,34862.0,337,0.33,12367,Personal,20,1,Compliant,High
691,46,Employed,54150.0,640,0.49,8228,Personal,15,4,Compliant,High
692,54,Employed,60982.0,320,0.23,9582,Personal,5,0,Compliant,High
693,55,Employed,33355.0,541,0.4,18147,Education,15,3,Compliant,High
694,36,Unemployed,37402.0,754,0.59,16397,Mortgage,15,3,Compliant,Medium
695,25,Self-Employed,52012.0,602,0.14,43799,Mortgage,15,4,Compliant,Low
696,65,Unemployed,51691.0,368,0.23,42011,Mortgage,30,4,Non-Compliant,Low
697,62,Unemployed,25640.0,428,0.29,18647,Personal,30,2,Non-Compliant,High
698,18,Self-Employed,52423.0,495,0.08,32718,Mortgage,10,4,Compliant,High
699,39,Unemployed,41024.0,439,0.05,49264,Personal,5,3,Non-Compliant,Low
700,69,Self-Employed,74615.0,743,0.5,47317,Mortgage,20,1,Compliant,Medium
701,34,Employed,53737.0,582,0.59,24097,Personal,15,0,Compliant,High
702,24,Self-Employed,56322.0,611,0.24,41953,Mortgage,5,2,Non-Compliant,Medium
703,42,Employed,56710.0,834,0.05,45096,Education,5,1,Compliant,Low
704,62,Unemployed,31791.0,576,0.04,22107,Education,10,0,Non-Compliant,Low
705,21,Unemployed,79158.0,360,0.53,8010,Personal,20,0,Compliant,High
706,53,Employed,25656.0,618,0.28,10555,Personal,15,0,Compliant,Medium
707,23,Unemployed,61935.0,351,0.19,5067,Mortgage,20,1,Non-Compliant,High
708,48,Self-Employed,59279.0,452,0.29,33412,Mortgage,10,2,Compliant,Low
709,36,Employed,42844.0,610,0.19,49953,Education,30,2,Compliant,Medium
710,61,Unemployed,59996.0,843,0.29,39305,Mortgage,5,0,Compliant,High
711,56,Employed,45236.0,688,0.52,16549,Personal,15,1,Non-Compliant,High
712,44,Self-Employed,39868.0,847,0.36,10680,Personal,30,0,Compliant,High
713,27,Self-Employed,57043.0,476,0.42,30739,Personal,10,4,Compliant,Low
714,43,Unemployed,34901.0,661,0.22,26209,Personal,20,2,Compliant,High
715,36,Self-Employed,46636.0,613,0.44,46515,Personal,5,3,Non-Compliant,Medium
716,56,Employed,41087.0,396,0.4,27432,Education,15,0,Non-Compliant,High
717,20,Self-Employed,44960.0,512,0.07,20116,Education,30,4,Non-Compliant,Low
718,62,Employed,56490.0,436,0.34,25045,Personal,30,2,Non-Compliant,High
719,30,Employed,41084.0,305,0.15,31327,Mortgage,5,1,Non-Compliant,Low
720,67,Self-Employed,47115.0,408,0.48,40709,Personal,20,2,Compliant,Low
721,45,Unemployed,42452.0,846,0.26,48617,Education,10,1,Non-Compliant,Medium
722,37,Self-Employed,71659.0,338,0.6,31905,Personal,20,1,Non-Compliant,Medium
723,45,Employed,55139.0,724,0.06,12067,Education,20,0,Compliant,High
724,25,Employed,53301.0,560,0.47,37559,Education,20,0,Non-Compliant,Low
725,58,Self-Employed,60251.0,725,0.4,47919,Personal,5,2,Compliant,Low
726,56,Unemployed,41087.0,386,0.46,22985,Personal,5,4,Non-Compliant,Medium
727,18,Unemployed,62888.0,764,0.18,32369,Mortgage,10,2,Compliant,Medium
728,20,Employed,55192.0,375,0.3,22864,Education,20,3,Compliant,High
729,30,Employed,26586.0,770,0.48,27614,Mortgage,5,1,Non-Compliant,Low
730,45,Unemployed,28579.0,713,0.14,20613,Personal,10,1,Non-Compliant,Medium
731,66,Self-Employed,41415.0,756,0.14,11447,Education,10,0,Compliant,High
732,42,Employed,30184.0,584,0.33,10499,Mortgage,20,4,Compliant,Low
733,50,Employed,46425.0,538,0.31,44041,Mortgage,15,0,Compliant,Low
734,55,Unemployed,34793.0,671,0.17,36315,Mortgage,20,3,Compliant,Medium
735,23,Self-Employed,48534.0,794,0.18,6299,Personal,15,2,Compliant,High
736,61,Unemployed,71175.0,344,0.17,44469,Personal,10,2,Compliant,Medium
737,62,Self-Employed,49259.0,700,0.46,9994,Personal,5,4,Compliant,High
738,49,Self-Employed,45455.0,546,0.39,34878,Education,30,0,Non-Compliant,Low
739,62,Self-Employed,55823.0,749,0.5,20627,Personal,10,0,Compliant,High
740,64,Employed,39553.0,784,0.59,12489,Education,5,3,Non-Compliant,High
741,38,Unemployed,62651.0,317,0.28,31111,Mortgage,10,2,Non-Compliant,High
742,33,Unemployed,57428.0,588,0.04,37355,Mortgage,20,0,Compliant,High
743,38,Self-Employed,50582.0,713,0.03,13269,Personal,15,4,Compliant,High
744,28,Employed,52314.0,534,0.18,7831,Mortgage,10,2,Non-Compliant,Medium
745,54,Employed,80626.0,715,0.56,49370,Personal,5,3,Compliant,High
746,53,Unemployed,64134.0,798,0.31,16819,Education,20,4,Compliant,High
747,52,Employed,82992.0,414,0.16,29813,Mortgage,30,1,Non-Compliant,Low
748,36,Employed,57980.0,533,0.24,26637,Personal,20,3,Non-Compliant,High
749,37,Self-Employed,27924.0,839,0.36,6996,Mortgage,15,4,Non-Compliant,Low
750,35,Employed,46067.0,310,0.39,49387,Mortgage,20,0,Compliant,Medium
751,64,Self-Employed,24496.0,505,0.09,8089,Personal,30,1,Compliant,Medium
752,58,Unemployed,57924.0,546,0.59,38291,Mortgage,5,3,Non-Compliant,High
753,66,Employed,61181.0,426,0.33,25659,Mortgage,10,0,Compliant,Medium
754,31,Unemployed,36711.0,446,0.08,35429,Mortgage,15,1,Non-Compliant,High
755,32,Unemployed,40165.0,417,0.54,20732,Mortgage,30,2,Compliant,Medium
756,48,Employed,52231.0,681,0.04,24506,Education,15,0,Non-Compliant,High
757,18,Employed,32028.0,711,0.54,45935,Mortgage,20,4,Compliant,High
758,20,Unemployed,30902.0,662,0.6,10190,Mortgage,15,3,Non-Compliant,Low
759,33,Employed,68579.0,808,0.42,9575,Personal,30,1,Compliant,Low
760,40,Self-Employed,51720.0,436,0.46,45495,Education,10,0,Compliant,Low
761,28,Self-Employed,41628.0,474,0.2,39565,Personal,10,2,Non-Compliant,Low
762,29,Employed,24618.0,588,0.56,39899,Personal,15,3,Compliant,High
763,27,Unemployed,62785.0,780,0.32,28706,Personal,5,3,Compliant,Medium
764,49,Employed,39732.0,318,0.44,27884,Education,15,0,Non-Compliant,High
765,33,Employed,77910.0,494,0.55,22199,Personal,20,2,Compliant,Low
766,25,Unemployed,62889.0,629,0.59,49100,Personal,10,1,Compliant,Low
767,55,Unemployed,37877.0,474,0.5,44434,Personal,10,0,Compliant,Medium
768,29,Self-Employed,39267.0,748,0.18,17479,Mortgage,10,1,Non-Compliant,Low
769,41,Unemployed,75827.0,653,0.58,39178,Personal,5,3,Non-Compliant,High
770,45,Self-Employed,48736.0,798,0.38,17665,Education,5,1,Non-Compliant,High
771,25,Unemployed,42300.0,440,0.56,5534,Education,30,2,Non-Compliant,High
772,45,Employed,50415.0,392,0.41,31292,Mortgage,15,4,Non-Compliant,High
773,53,Self-Employed,42231.0,538,0.18,41132,Education,15,2,Compliant,High
774,43,Self-Employed,53615.0,504,0.22,41110,Education,20,1,Compliant,Medium
775,25,Self-Employed,48862.0,732,0.33,27469,Mortgage,10,0,Non-Compliant,High
776,67,Employed,63132.0,544,0.47,42268,Personal,5,3,Compliant,Low
777,45,Employed,44171.0,616,0.19,6172,Mortgage,20,4,Compliant,Low
778,45,Employed,36727.0,594,0.35,32914,Personal,20,0,Compliant,Low
779,54,Employed,44765.0,581,0.21,25901,Personal,5,0,Compliant,Low
780,58,Employed,44673.0,316,0.49,45775,Education,15,2,Non-Compliant,Medium
781,53,Self-Employed,48836.0,370,0.28,39409,Mortgage,10,1,Non-Compliant,Low
782,44,Employed,59518.0,568,0.05,24324,Education,15,2,Compliant,Medium
783,34,Self-Employed,58698.0,624,0.1,13738,Education,20,1,Compliant,Low
784,26,Employed,67994.0,604,0.04,42494,Personal,10,2,Non-Compliant,Medium
785,50,Unemployed,37827.0,750,0.3,49557,Education,30,0,Compliant,Medium
786,37,Self-Employed,55830.0,306,0.06,29054,Mortgage,20,3,Compliant,Medium
787,30,Unemployed,60909.0,613,0.07,34709,Education,15,1,Compliant,Low
788,45,Self-Employed,39886.0,402,0.56,48785,Education,15,4,Non-Compliant,Medium
789,65,Unemployed,46885.0,492,0.52,25107,Personal,15,4,Non-Compliant,High
790,46,Employed,23750.0,828,0.27,5363,Mortgage,5,0,Compliant,High
791,30,Employed,63602.0,470,0.59,15358,Education,20,2,Compliant,Low
792,63,Employed,46767.0,836,0.0,41077,Personal,10,2,Compliant,High
793,52,Self-Employed,62098.0,550,0.37,8240,Education,15,0,Compliant,High
794,23,Unemployed,53090.0,686,0.37,11665,Mortgage,15,4,Compliant,High
795,35,Employed,47222.0,506,0.27,6936,Education,5,4,Compliant,Low
796,68,Unemployed,26107.0,840,0.24,30538,Education,10,2,Non-Compliant,Low
797,22,Unemployed,28775.0,715,0.27,48965,Personal,20,1,Non-Compliant,High
798,64,Employed,11102.0,679,0.25,16998,Education,30,3,Compliant,Low
799,42,Employed,41560.0,443,0.44,5882,Personal,5,1,Non-Compliant,Medium
800,19,Unemployed,84173.0,324,0.08,25224,Mortgage,20,4,Compliant,High
801,27,Employed,30680.0,372,0.12,44691,Education,30,1,Compliant,Low
802,47,Employed,10528.0,392,0.11,35825,Mortgage,15,3,Non-Compliant,Low
803,67,Employed,64440.0,804,0.16,10204,Mortgage,15,1,Non-Compliant,High
804,62,Self-Employed,85455.0,635,0.32,33885,Education,10,1,Compliant,Low
805,22,Unemployed,54468.0,724,0.07,45056,Personal,30,1,Compliant,High
806,50,Unemployed,54330.0,798,0.52,8203,Mortgage,15,1,Non-Compliant,Low
807,18,Self-Employed,45351.0,663,0.18,7244,Mortgage,15,0,Non-Compliant,Medium
808,35,Unemployed,23086.0,498,0.1,37786,Education,10,4,Compliant,High
809,49,Employed,28239.0,712,0.41,8083,Education,20,3,Compliant,Medium
810,64,Unemployed,45248.0,638,0.02,26584,Education,15,4,Compliant,High
811,66,Employed,42373.0,728,0.37,13521,Education,5,0,Non-Compliant,Low
812,28,Self-Employed,48272.0,438,0.42,38541,Education,5,0,Compliant,Medium
813,38,Employed,62439.0,841,0.13,34063,Education,20,0,Non-Compliant,Low
814,43,Unemployed,41272.0,356,0.03,9732,Personal,30,0,Compliant,High
815,42,Unemployed,62745.0,531,0.22,32518,Mortgage,10,1,Non-Compliant,High
816,39,Unemployed,41370.0,734,0.06,44563,Personal,5,4,Non-Compliant,High
817,44,Self-Employed,65573.0,683,0.07,44752,Personal,5,2,Non-Compliant,High
818,66,Self-Employed,51295.0,493,0.15,34697,Education,20,3,Non-Compliant,High
819,30,Unemployed,43462.0,833,0.18,7567,Mortgage,30,0,Compliant,Medium
820,50,Employed,51039.0,817,0.32,21121,Personal,30,4,Non-Compliant,High
821,51,Self-Employed,45596.0,484,0.41,6674,Education,20,0,Non-Compliant,Low
822,58,Unemployed,51697.0,591,0.36,15875,Education,5,0,Non-Compliant,Medium
823,52,Unemployed,61371.0,634,0.09,49340,Mortgage,10,0,Compliant,Low
824,18,Self-Employed,48691.0,415,0.1,5739,Personal,5,0,Compliant,High
825,38,Self-Employed,44456.0,348,0.53,6545,Personal,30,0,Compliant,Low
826,65,Self-Employed,33147.0,381,0.34,34140,Personal,5,3,Compliant,Medium
827,23,Employed,58687.0,632,0.52,14327,Education,10,4,Compliant,Medium
828,45,Employed,55224.0,634,0.22,10127,Mortgage,15,0,Compliant,Medium
829,34,Unemployed,32270.0,831,0.37,28331,Mortgage,5,0,Non-Compliant,Low
830,22,Self-Employed,62532.0,520,0.31,28004,Personal,20,0,Non-Compliant,Medium
831,48,Employed,32027.0,622,0.19,46833,Education,15,0,Non-Compliant,Low
832,22,Self-Employed,65438.0,302,0.28,15492,Personal,20,1,Compliant,High
833,55,Unemployed,60317.0,505,0.3,18749,Mortgage,20,1,Non-Compliant,High
834,20,Employed,56294.0,339,0.12,28508,Education,20,2,Non-Compliant,Low
835,40,Employed,44345.0,358,0.19,14045,Personal,5,0,Compliant,Medium
836,54,Employed,58636.0,806,0.47,25116,Personal,30,2,Non-Compliant,Low
837,54,Unemployed,66145.0,421,0.55,23667,Education,15,3,Compliant,Low
838,27,Self-Employed,58885.0,778,0.22,14521,Mortgage,10,2,Non-Compliant,Low
839,27,Employed,39946.0,395,0.18,13669,Education,30,4,Compliant,High
840,36,Unemployed,54011.0,713,0.12,32302,Personal,5,1,Compliant,Low
841,34,Self-Employed,66980.0,534,0.41,16283,Personal,20,1,Compliant,High
842,38,Unemployed,82986.0,361,0.19,35935,Personal,10,0,Non-Compliant,Low
843,31,Self-Employed,46921.0,555,0.59,11998,Personal,15,0,Non-Compliant,High
844,26,Unemployed,62868.0,647,0.2,33806,Mortgage,30,3,Compliant,Low
845,63,Self-Employed,67017.0,423,0.24,36624,Mortgage,30,3,Compliant,Low
846,18,Employed,37813.0,781,0.36,18440,Personal,10,4,Non-Compliant,Medium
847,68,Self-Employed,76731.0,616,0.48,26797,Mortgage,5,0,Non-Compliant,Medium
848,62,Unemployed,34022.0,803,0.28,6269,Mortgage,15,0,Compliant,Low
849,30,Unemployed,62134.0,347,0.25,12868,Mortgage,10,3,Non-Compliant,Low
850,21,Self-Employed,54579.0,708,0.6,35251,Personal,20,3,Non-Compliant,Low
851,18,Employed,50833.0,435,0.01,17373,Education,15,3,Non-Compliant,Low
852,66,Employed,88202.0,500,0.54,23987,Education,30,1,Compliant,Medium
853,57,Self-Employed,45481.0,549,0.09,43729,Education,10,2,Compliant,High
854,49,Self-Employed,45239.0,613,0.47,20734,Personal,30,2,Non-Compliant,Low
855,51,Unemployed,69972.0,667,0.37,47429,Mortgage,30,0,Compliant,Medium
856,45,Employed,61427.0,728,0.21,46337,Mortgage,30,1,Non-Compliant,Low
857,48,Self-Employed,69231.0,779,0.52,45325,Personal,5,3,Non-Compliant,Low
858,25,Employed,51753.0,613,0.01,23064,Personal,30,0,Compliant,High
859,56,Self-Employed,54754.0,799,0.14,13433,Education,20,1,Compliant,Low
860,43,Self-Employed,78514.0,654,0.34,14111,Education,20,4,Compliant,Low
861,51,Employed,37460.0,784,0.21,43450,Personal,15,1,Non-Compliant,High
862,20,Self-Employed,48456.0,510,0.37,20047,Education,30,0,Non-Compliant,High
863,67,Self-Employed,61973.0,343,0.01,13084,Mortgage,30,2,Compliant,High
864,29,Unemployed,47062.0,840,0.07,26751,Personal,10,3,Compliant,High
865,18,Self-Employed,41447.0,391,0.08,21453,Personal,5,4,Compliant,Medium
866,61,Self-Employed,59277.0,564,0.11,25308,Mortgage,15,1,Non-Compliant,Medium
867,22,Self-Employed,70037.0,519,0.28,43968,Mortgage,30,0,Non-Compliant,Medium
868,47,Unemployed,47887.0,741,0.45,35077,Mortgage,10,0,Non-Compliant,Low
869,47,Employed,47471.0,700,0.54,48046,Education,5,3,Compliant,High
870,34,Unemployed,40284.0,699,0.5,39775,Personal,15,0,Compliant,High
871,65,Unemployed,45560.0,789,0.12,29503,Education,15,0,Non-Compliant,Medium
872,64,Employed,66254.0,784,0.26,7779,Mortgage,30,3,Compliant,Low
873,40,Unemployed,51215.0,769,0.12,26304,Education,15,4,Compliant,Low
874,32,Employed,37925.0,744,0.16,5755,Mortgage,10,2,Compliant,Low
875,54,Unemployed,53935.0,568,0.3,44263,Education,15,2,Compliant,Medium
876,38,Employed,65767.0,566,0.04,47955,Education,20,1,Non-Compliant,Low
877,31,Self-Employed,41571.0,353,0.13,47281,Mortgage,10,4,Compliant,Low
878,19,Unemployed,30070.0,827,0.56,22400,Education,5,1,Non-Compliant,Low
879,28,Unemployed,82862.0,819,0.28,45115,Personal,5,2,Non-Compliant,High
880,68,Unemployed,29322.0,358,0.27,19249,Education,30,3,Compliant,Medium
881,56,Unemployed,44614.0,339,0.01,49825,Education,30,0,Non-Compliant,High
882,55,Self-Employed,53481.0,536,0.15,29600,Personal,20,2,Non-Compliant,High
883,51,Unemployed,45913.0,685,0.52,42706,Mortgage,5,4,Compliant,Medium
884,55,Self-Employed,48876.0,599,0.1,24222,Personal,5,2,Non-Compliant,High
885,67,Self-Employed,58652.0,694,0.25,38505,Education,5,4,Non-Compliant,Low
886,51,Self-Employed,14124.0,506,0.01,43968,Mortgage,5,4,Non-Compliant,Low
887,35,Self-Employed,30996.0,635,0.29,46139,Education,15,4,Non-Compliant,Low
888,47,Employed,50663.0,813,0.01,46302,Education,10,1,Non-Compliant,Low
889,32,Employed,43936.0,477,0.49,34148,Personal,10,3,Non-Compliant,Medium
890,44,Unemployed,51941.0,695,0.49,27302,Personal,20,2,Non-Compliant,High
891,68,Employed,53414.0,670,0.47,7623,Mortgage,15,3,Non-Compliant,High
892,51,Employed,18261.0,617,0.17,13646,Mortgage,5,0,Compliant,Low
893,69,Unemployed,69104.0,668,0.5,18543,Mortgage,5,2,Compliant,Low
894,55,Unemployed,42525.0,683,0.33,33960,Education,30,3,Compliant,High
895,50,Unemployed,37017.0,361,0.22,27785,Personal,30,3,Non-Compliant,Medium
896,41,Employed,53125.0,804,0.38,17817,Personal,20,0,Non-Compliant,High
897,32,Employed,51607.0,538,0.01,36406,Personal,5,4,Non-Compliant,Low
898,47,Unemployed,67950.0,494,0.09,28456,Mortgage,20,2,Compliant,Low
899,59,Self-Employed,54078.0,521,0.45,28777,Personal,15,2,Compliant,Medium
900,68,Unemployed,67371.0,360,0.15,25914,Personal,10,0,Compliant,High
901,34,Self-Employed,35927.0,428,0.36,34553,Personal,5,4,Non-Compliant,Medium
902,22,Self-Employed,52127.0,455,0.23,28548,Mortgage,15,2,Compliant,Medium
903,46,Unemployed,33278.0,677,0.51,42265,Personal,5,2,Compliant,Low
904,21,Unemployed,51465.0,736,0.57,45701,Mortgage,30,2,Non-Compliant,High
905,27,Unemployed,48285.0,506,0.53,11727,Personal,20,4,Compliant,Low
906,34,Employed,47640.0,687,0.16,49924,Personal,30,0,Non-Compliant,High
907,27,Self-Employed,47772.0,779,0.12,37427,Personal,10,2,Compliant,Low
908,34,Employed,61045.0,639,0.28,21692,Mortgage,30,3,Non-Compliant,Low
909,37,Employed,25889.0,639,0.0,36625,Mortgage,5,4,Non-Compliant,High
910,41,Unemployed,36503.0,503,0.02,29918,Personal,30,1,Non-Compliant,High
911,22,Employed,49391.0,460,0.33,46395,Education,5,0,Non-Compliant,Low
912,51,Unemployed,32320.0,839,0.31,46136,Mortgage,10,3,Non-Compliant,High
913,23,Self-Employed,50691.0,691,0.6,20577,Mortgage,30,2,Compliant,Low
914,19,Unemployed,49237.0,833,0.12,24619,Personal,20,1,Non-Compliant,High
915,30,Employed,28943.0,369,0.15,38710,Education,20,0,Non-Compliant,Low
916,60,Employed,28202.0,704,0.07,42388,Personal,20,4,Non-Compliant,Low
917,60,Unemployed,10643.0,816,0.55,21195,Mortgage,30,1,Non-Compliant,Low
918,65,Unemployed,31689.0,419,0.47,32689,Mortgage,30,1,Compliant,Medium
919,28,Employed,50214.0,516,0.49,16154,Personal,30,3,Non-Compliant,High
920,68,Self-Employed,52342.0,355,0.54,44121,Personal,5,0,Compliant,Low
921,64,Self-Employed,53028.0,665,0.31,34412,Education,10,3,Non-Compliant,Medium
922,40,Unemployed,38331.0,803,0.27,26341,Education,20,3,Non-Compliant,Low
923,33,Self-Employed,49725.0,754,0.2,37018,Mortgage,5,2,Compliant,Medium
924,48,Employed,55958.0,403,0.35,14145,Education,20,4,Compliant,Low
925,28,Unemployed,30979.0,376,0.27,47262,Education,5,1,Compliant,Low
926,33,Employed,51849.0,529,0.27,27223,Mortgage,30,0,Non-Compliant,Medium
927,25,Employed,59847.0,557,0.56,7880,Mortgage,20,4,Compliant,Medium
928,21,Self-Employed,42638.0,563,0.59,26271,Mortgage,30,4,Non-Compliant,High
929,57,Unemployed,65933.0,630,0.48,38313,Mortgage,20,0,Compliant,High
930,21,Unemployed,42988.0,481,0.45,18304,Personal,15,4,Compliant,Medium
931,42,Self-Employed,37099.0,849,0.41,39695,Mortgage,5,2,Non-Compliant,High
932,20,Employed,58352.0,326,0.1,35225,Mortgage,15,4,Compliant,Medium
933,49,Employed,80499.0,575,0.04,25536,Mortgage,5,2,Compliant,High
934,20,Employed,51280.0,598,0.41,35831,Education,10,1,Non-Compliant,Low
935,44,Employed,59523.0,390,0.44,16673,Mortgage,20,1,Non-Compliant,High
936,46,Unemployed,42369.0,779,0.03,26917,Personal,10,3,Non-Compliant,Low
937,49,Unemployed,31375.0,757,0.56,32829,Personal,10,2,Compliant,Low
938,67,Self-Employed,52493.0,750,0.05,20372,Mortgage,5,1,Compliant,High
939,68,Self-Employed,54865.0,664,0.17,30938,Personal,15,4,Compliant,Medium
940,36,Unemployed,44631.0,650,0.4,7663,Education,30,0,Compliant,Low
941,38,Unemployed,59465.0,699,0.1,14465,Mortgage,5,0,Compliant,Low
942,22,Employed,40188.0,552,0.03,8326,Personal,30,2,Non-Compliant,High
943,35,Employed,36468.0,758,0.2,8659,Personal,10,3,Compliant,Medium
944,45,Self-Employed,65909.0,798,0.46,32594,Mortgage,30,4,Non-Compliant,Medium
945,59,Unemployed,65980.0,807,0.25,9763,Personal,15,2,Compliant,High
946,39,Self-Employed,40484.0,603,0.39,28121,Mortgage,5,0,Non-Compliant,Medium
947,38,Unemployed,75782.0,800,0.35,15828,Personal,15,2,Compliant,High
948,23,Employed,45693.0,465,0.01,16221,Education,15,4,Compliant,High
949,18,Self-Employed,51271.0,714,0.59,16211,Personal,5,1,Non-Compliant,High
950,22,Self-Employed,48730.0,761,0.02,18569,Personal,15,4,Compliant,Low
951,58,Unemployed,57856.0,413,0.58,36358,Mortgage,20,1,Non-Compliant,Low
952,29,Employed,54071.0,732,0.33,42860,Personal,20,1,Compliant,Low
953,43,Self-Employed,53869.0,655,0.58,11022,Mortgage,20,1,Compliant,High
954,63,Employed,34706.0,506,0.07,18515,Education,30,2,Non-Compliant,Low
955,51,Self-Employed,24671.0,534,0.29,11159,Mortgage,15,0,Compliant,Low
956,66,Employed,67132.0,741,0.1,46213,Mortgage,5,2,Non-Compliant,Low
957,31,Unemployed,41818.0,654,0.03,26691,Personal,5,0,Compliant,High
958,43,Self-Employed,49264.0,814,0.37,29904,Education,30,4,Compliant,High
959,62,Self-Employed,54901.0,507,0.12,48790,Mortgage,5,3,Compliant,High
960,44,Employed,74435.0,424,0.35,8044,Personal,20,4,Compliant,Low
961,26,Employed,52420.0,437,0.07,14612,Personal,15,2,Compliant,Medium
962,43,Self-Employed,44078.0,638,0.2,10636,Mortgage,5,2,Compliant,Low
963,64,Unemployed,42146.0,836,0.47,16593,Personal,5,0,Compliant,Low
964,39,Employed,49439.0,367,0.26,7892,Mortgage,10,2,Non-Compliant,High
965,64,Employed,36359.0,840,0.38,26672,Mortgage,10,1,Compliant,High
966,47,Employed,50433.0,682,0.39,10812,Mortgage,10,2,Compliant,Low
967,60,Self-Employed,49219.0,318,0.51,36085,Education,15,0,Compliant,Low
968,65,Self-Employed,74622.0,749,0.19,5654,Mortgage,20,0,Non-Compliant,Medium
969,34,Self-Employed,48745.0,373,0.41,22143,Personal,20,1,Non-Compliant,Medium
970,43,Self-Employed,21132.0,575,0.58,6798,Education,20,0,Compliant,High
971,53,Unemployed,90102.0,347,0.44,42927,Personal,15,3,Compliant,Medium
972,18,Unemployed,64352.0,510,0.29,34087,Education,15,4,Compliant,Medium
973,25,Self-Employed,81235.0,839,0.38,16618,Education,10,2,Non-Compliant,High
974,66,Unemployed,32640.0,490,0.44,13446,Education,5,3,Compliant,Medium
975,52,Employed,46672.0,614,0.37,26646,Education,30,2,Non-Compliant,Low
976,69,Employed,60116.0,412,0.01,41591,Personal,30,3,Compliant,Medium
977,32,Employed,58045.0,469,0.12,32200,Mortgage,5,2,Non-Compliant,High
978,64,Self-Employed,54604.0,767,0.49,34571,Personal,10,1,Non-Compliant,Low
979,39,Employed,17005.0,313,0.16,27538,Mortgage,5,0,Compliant,Medium
980,31,Unemployed,24313.0,587,0.44,45555,Personal,5,0,Compliant,Low
981,43,Self-Employed,72762.0,488,0.22,48964,Education,30,1,Compliant,Low
982,45,Unemployed,75429.0,454,0.31,25900,Education,10,3,Compliant,Medium
983,40,Employed,48400.0,770,0.04,27356,Mortgage,15,4,Compliant,Medium
984,31,Employed,70856.0,374,0.11,28023,Mortgage,30,3,Compliant,High
985,41,Employed,34651.0,576,0.57,44148,Personal,15,0,Compliant,High
986,19,Self-Employed,38083.0,642,0.53,22392,Mortgage,10,4,Non-Compliant,Low
987,62,Unemployed,33465.0,724,0.39,25698,Personal,5,2,Compliant,High
988,43,Self-Employed,37251.0,810,0.28,47470,Mortgage,20,4,Compliant,Low
989,31,Self-Employed,60840.0,481,0.41,31535,Mortgage,20,3,Non-Compliant,Low
990,68,Employed,37064.0,757,0.37,40450,Mortgage,10,1,Compliant,High
991,24,Self-Employed,83596.0,363,0.34,38757,Education,20,2,Compliant,High
992,20,Self-Employed,56901.0,559,0.04,17476,Education,15,3,Compliant,High
993,64,Employed,66267.0,492,0.38,46214,Personal,20,2,Compliant,Medium
994,40,Self-Employed,57349.0,705,0.46,9711,Mortgage,10,4,Non-Compliant,Low
995,63,Employed,68214.0,392,0.6,11479,Personal,10,0,Non-Compliant,Low
996,60,Employed,36980.0,729,0.01,36390,Mortgage,15,3,Compliant,Low
997,64,Employed,71704.0,733,0.44,18161,Education,20,1,Compliant,High
998,62,Employed,52114.0,703,0.34,37152,Education,20,4,Non-Compliant,High
999,35,Self-Employed,68138.0,733,0.26,19635,Mortgage,5,3,Compliant,High
1000,55,Employed,28406.0,411,0.08,45843,Mortgage,30,1,Non-Compliant,High
