Transaction ID,Date,Amount,Currency,Type,Status,Compliance Flag,Audit ID,Audit Date,Reviewer ID,Decision,Notes,Incident ID,Incident Date,Risk Level,Action Taken,Regulation,Compliance Status
334,2023-01-14,7000.27,GBP,Mobile Payment,Flagged,False,1334,2023-01-14,1002,Rejected,Check details,2334,2023-01-14,High,Review Requested,BSA,Compliant
335,2023-01-14,7809.08,USD,Mobile Payment,Flagged,False,1335,2023-01-14,1005,Rejected,High amount,2335,2023-01-14,Medium,No Action,BSA,Compliant
336,2023-01-14,7796.33,EUR,Mobile Payment,Completed,True,1336,2023-01-14,1008,Escalated,High amount,2336,2023-01-14,Medium,Escalation,PSD2,Compliant
337,2023-01-15,2668.28,USD,Mobile Payment,Completed,False,1337,2023-01-15,1008,Escalated,Check details,2337,2023-01-15,Low,No Action,Dodd-Frank Act,Compliant
338,2023-01-15,3800.75,GBP,ACH,Flagged,False,1338,2023-01-15,1017,Rejected,High amount,2338,2023-01-15,Medium,Review Requested,Dodd-Frank Act,Compliant
339,2023-01-15,5917.24,GBP,Mobile Payment,Flagged,True,1339,2023-01-15,1003,Rejected,High amount,2339,2023-01-15,Low,Review Requested,PSD2,Non-Compliant
340,2023-01-15,2800.94,EUR,Wire Transfer,Completed,False,1340,2023-01-15,1013,Approved,Check details,2340,2023-01-15,Medium,No Action,BSA,Compliant
341,2023-01-15,3771.44,GBP,Wire Transfer,Flagged,True,1341,2023-01-15,1006,Escalated,Check details,2341,2023-01-15,High,Review Requested,PSD2,Compliant
342,2023-01-15,2050.84,USD,Mobile Payment,Completed,False,1342,2023-01-15,1013,Rejected,Check details,2342,2023-01-15,Low,Escalation,Dodd-Frank Act,Non-Compliant
343,2023-01-15,4652.57,EUR,Wire Transfer,Pending,False,1343,2023-01-15,1014,Escalated,Check details,2343,2023-01-15,Low,Review Requested,Dodd-Frank Act,Compliant
344,2023-01-15,541.66,GBP,Mobile Payment,Completed,True,1344,2023-01-15,1017,Escalated,Check details,2344,2023-01-15,High,Escalation,Dodd-Frank Act,Non-Compliant
345,2023-01-15,8017.98,USD,ACH,Completed,True,1345,2023-01-15,1007,Escalated,Check details,2345,2023-01-15,Medium,No Action,PSD2,Non-Compliant
346,2023-01-15,861.87,USD,Wire Transfer,Completed,True,1346,2023-01-15,1016,Approved,High amount,2346,2023-01-15,High,Escalation,Dodd-Frank Act,Compliant
347,2023-01-15,5236.47,EUR,Mobile Payment,Pending,False,1347,2023-01-15,1001,Rejected,High amount,2347,2023-01-15,High,Escalation,PSD2,Non-Compliant
348,2023-01-15,3137.42,GBP,Wire Transfer,Completed,True,1348,2023-01-15,1018,Rejected,All good,2348,2023-01-15,High,Escalation,PSD2,Non-Compliant
349,2023-01-15,5817.68,USD,Mobile Payment,Completed,False,1349,2023-01-15,1005,Rejected,High amount,2349,2023-01-15,Low,Escalation,Dodd-Frank Act,Non-Compliant
350,2023-01-15,9598.39,EUR,Wire Transfer,Completed,False,1350,2023-01-15,1014,Approved,All good,2350,2023-01-15,High,Review Requested,BSA,Compliant
351,2023-01-15,6491.15,USD,ACH,Pending,False,1351,2023-01-15,1001,Approved,Check details,2351,2023-01-15,Low,Review Requested,PSD2,Non-Compliant
352,2023-01-15,450.09,GBP,Wire Transfer,Pending,False,1352,2023-01-15,1014,Approved,All good,2352,2023-01-15,Medium,Escalation,Dodd-Frank Act,Non-Compliant
353,2023-01-15,4360.98,USD,Wire Transfer,Flagged,True,1353,2023-01-15,1005,Rejected,Check details,2353,2023-01-15,Medium,Escalation,PSD2,Non-Compliant
354,2023-01-15,5149.17,GBP,Wire Transfer,Pending,True,1354,2023-01-15,1004,Escalated,All good,2354,2023-01-15,Medium,No Action,Dodd-Frank Act,Compliant
355,2023-01-15,5408.16,USD,Wire Transfer,Completed,True,1355,2023-01-15,1004,Approved,High amount,2355,2023-01-15,Low,Review Requested,BSA,Non-Compliant
356,2023-01-15,6845.79,GBP,Mobile Payment,Completed,True,1356,2023-01-15,1003,Escalated,Check details,2356,2023-01-15,High,Review Requested,BSA,Non-Compliant
357,2023-01-15,2848.2,USD,ACH,Flagged,False,1357,2023-01-15,1018,Approved,Check details,2357,2023-01-15,Low,Review Requested,PSD2,Non-Compliant
358,2023-01-15,1375.72,USD,ACH,Flagged,True,1358,2023-01-15,1013,Approved,High amount,2358,2023-01-15,Medium,No Action,Dodd-Frank Act,Compliant
359,2023-01-15,3987.49,EUR,Wire Transfer,Completed,True,1359,2023-01-15,1004,Approved,All good,2359,2023-01-15,High,Review Requested,PSD2,Non-Compliant
360,2023-01-15,9568.42,GBP,Wire Transfer,Flagged,False,1360,2023-01-15,1009,Rejected,High amount,2360,2023-01-15,Low,No Action,PSD2,Non-Compliant
361,2023-01-16,1952.6,USD,ACH,Pending,True,1361,2023-01-16,1002,Approved,High amount,2361,2023-01-16,High,Escalation,BSA,Compliant
362,2023-01-16,9049.44,EUR,ACH,Completed,True,1362,2023-01-16,1016,Rejected,Check details,2362,2023-01-16,High,Escalation,BSA,Compliant
363,2023-01-16,5483.68,USD,ACH,Completed,True,1363,2023-01-16,1010,Approved,Check details,2363,2023-01-16,High,No Action,PSD2,Compliant
364,2023-01-16,4623.42,EUR,ACH,Pending,False,1364,2023-01-16,1009,Approved,All good,2364,2023-01-16,Low,Escalation,PSD2,Compliant
365,2023-01-16,8832.21,USD,Wire Transfer,Completed,True,1365,2023-01-16,1011,Escalated,High amount,2365,2023-01-16,High,Review Requested,Dodd-Frank Act,Non-Compliant
366,2023-01-16,4640.18,EUR,ACH,Completed,True,1366,2023-01-16,1013,Approved,Check details,2366,2023-01-16,Medium,Escalation,Dodd-Frank Act,Compliant
367,2023-01-16,7269.26,GBP,Wire Transfer,Pending,True,1367,2023-01-16,1013,Approved,Check details,2367,2023-01-16,Low,Escalation,BSA,Compliant
368,2023-01-16,4050.35,USD,Wire Transfer,Flagged,False,1368,2023-01-16,1004,Escalated,All good,2368,2023-01-16,Low,Review Requested,Dodd-Frank Act,Compliant
369,2023-01-16,9050.04,GBP,ACH,Completed,False,1369,2023-01-16,1013,Approved,All good,2369,2023-01-16,Medium,Escalation,PSD2,Non-Compliant
370,2023-01-16,6931.25,GBP,Mobile Payment,Pending,True,1370,2023-01-16,1009,Rejected,All good,2370,2023-01-16,Medium,No Action,Dodd-Frank Act,Non-Compliant
371,2023-01-16,7026.26,EUR,Wire Transfer,Pending,True,1371,2023-01-16,1010,Approved,High amount,2371,2023-01-16,Low,Review Requested,BSA,Compliant
372,2023-01-16,3344.43,GBP,ACH,Flagged,False,1372,2023-01-16,1001,Rejected,All good,2372,2023-01-16,High,Escalation,Dodd-Frank Act,Non-Compliant
373,2023-01-16,7592.11,EUR,Wire Transfer,Flagged,True,1373,2023-01-16,1007,Approved,High amount,2373,2023-01-16,Medium,Review Requested,Dodd-Frank Act,Compliant
374,2023-01-16,6397.0,EUR,Mobile Payment,Completed,True,1374,2023-01-16,1009,Rejected,High amount,2374,2023-01-16,Medium,Review Requested,PSD2,Non-Compliant
375,2023-01-16,2476.2,EUR,ACH,Pending,False,1375,2023-01-16,1005,Approved,High amount,2375,2023-01-16,Medium,No Action,Dodd-Frank Act,Non-Compliant
376,2023-01-16,1689.33,EUR,Wire Transfer,Completed,True,1376,2023-01-16,1007,Escalated,Check details,2376,2023-01-16,High,No Action,Dodd-Frank Act,Non-Compliant
377,2023-01-16,7984.28,EUR,Mobile Payment,Pending,True,1377,2023-01-16,1013,Approved,All good,2377,2023-01-16,High,Escalation,PSD2,Non-Compliant
378,2023-01-16,9595.75,USD,Mobile Payment,Pending,True,1378,2023-01-16,1008,Rejected,High amount,2378,2023-01-16,Low,Review Requested,Dodd-Frank Act,Non-Compliant
379,2023-01-16,4635.57,USD,Wire Transfer,Completed,True,1379,2023-01-16,1004,Approved,Check details,2379,2023-01-16,High,Escalation,BSA,Compliant
380,2023-01-16,5950.74,GBP,ACH,Completed,False,1380,2023-01-16,1011,Approved,High amount,2380,2023-01-16,Low,Review Requested,Dodd-Frank Act,Compliant
381,2023-01-16,8591.45,USD,ACH,Pending,True,1381,2023-01-16,1018,Approved,All good,2381,2023-01-16,Low,No Action,BSA,Compliant
382,2023-01-16,4626.51,EUR,Wire Transfer,Pending,True,1382,2023-01-16,1018,Rejected,All good,2382,2023-01-16,Medium,Escalation,PSD2,Non-Compliant
383,2023-01-16,9523.56,EUR,Mobile Payment,Completed,False,1383,2023-01-16,1018,Rejected,High amount,2383,2023-01-16,Low,Escalation,BSA,Non-Compliant
384,2023-01-16,5799.94,USD,Mobile Payment,Flagged,True,1384,2023-01-16,1015,Approved,All good,2384,2023-01-16,Low,Review Requested,BSA,Compliant
385,2023-01-17,8225.59,GBP,Mobile Payment,Pending,False,1385,2023-01-17,1010,Approved,Check details,2385,2023-01-17,Medium,No Action,BSA,Compliant
386,2023-01-17,9097.55,GBP,Mobile Payment,Flagged,True,1386,2023-01-17,1013,Approved,Check details,2386,2023-01-17,Low,No Action,Dodd-Frank Act,Compliant
387,2023-01-17,8173.69,USD,Wire Transfer,Completed,True,1387,2023-01-17,1013,Escalated,All good,2387,2023-01-17,Low,No Action,PSD2,Non-Compliant
388,2023-01-17,1678.2,EUR,Mobile Payment,Flagged,True,1388,2023-01-17,1005,Escalated,High amount,2388,2023-01-17,High,No Action,Dodd-Frank Act,Compliant
389,2023-01-17,6326.09,EUR,Wire Transfer,Flagged,False,1389,2023-01-17,1009,Approved,High amount,2389,2023-01-17,Low,No Action,Dodd-Frank Act,Non-Compliant
390,2023-01-17,4044.5,GBP,ACH,Pending,True,1390,2023-01-17,1010,Approved,High amount,2390,2023-01-17,High,Review Requested,Dodd-Frank Act,Non-Compliant
391,2023-01-17,720.86,USD,ACH,Pending,False,1391,2023-01-17,1004,Approved,Check details,2391,2023-01-17,Low,Review Requested,BSA,Compliant
392,2023-01-17,4297.92,EUR,Mobile Payment,Flagged,True,1392,2023-01-17,1002,Approved,All good,2392,2023-01-17,Medium,No Action,PSD2,Compliant
393,2023-01-17,2660.97,GBP,Mobile Payment,Pending,True,1393,2023-01-17,1007,Escalated,Check details,2393,2023-01-17,Low,Escalation,Dodd-Frank Act,Compliant
394,2023-01-17,8505.48,GBP,Mobile Payment,Flagged,True,1394,2023-01-17,1014,Rejected,All good,2394,2023-01-17,Medium,No Action,PSD2,Non-Compliant
395,2023-01-17,429.72,USD,ACH,Flagged,False,1395,2023-01-17,1013,Rejected,All good,2395,2023-01-17,High,Review Requested,PSD2,Non-Compliant
396,2023-01-17,9593.93,GBP,Wire Transfer,Completed,True,1396,2023-01-17,1006,Rejected,Check details,2396,2023-01-17,High,Escalation,BSA,Non-Compliant
397,2023-01-17,3618.15,EUR,Wire Transfer,Flagged,False,1397,2023-01-17,1001,Approved,Check details,2397,2023-01-17,High,Review Requested,Dodd-Frank Act,Compliant
398,2023-01-17,3631.4,GBP,Wire Transfer,Completed,True,1398,2023-01-17,1008,Escalated,All good,2398,2023-01-17,Medium,No Action,PSD2,Compliant
399,2023-01-17,261.65,GBP,Mobile Payment,Pending,False,1399,2023-01-17,1007,Rejected,High amount,2399,2023-01-17,Medium,Review Requested,Dodd-Frank Act,Non-Compliant
400,2023-01-17,1933.8,GBP,Wire Transfer,Flagged,True,1400,2023-01-17,1007,Escalated,All good,2400,2023-01-17,Medium,No Action,Dodd-Frank Act,Compliant
401,2023-01-17,4072.47,USD,Mobile Payment,Completed,True,1401,2023-01-17,1008,Approved,Check details,2401,2023-01-17,Low,No Action,Dodd-Frank Act,Non-Compliant
402,2023-01-17,9299.99,EUR,ACH,Completed,False,1402,2023-01-17,1019,Approved,All good,2402,2023-01-17,Low,Review Requested,PSD2,Compliant
403,2023-01-17,1086.19,GBP,Wire Transfer,Completed,True,1403,2023-01-17,1018,Rejected,All good,2403,2023-01-17,High,Review Requested,BSA,Compliant
404,2023-01-17,9458.49,USD,Mobile Payment,Flagged,False,1404,2023-01-17,1012,Approved,All good,2404,2023-01-17,High,No Action,PSD2,Compliant
405,2023-01-17,8707.94,GBP,Wire Transfer,Pending,True,1405,2023-01-17,1018,Rejected,Check details,2405,2023-01-17,Low,No Action,BSA,Compliant
406,2023-01-17,4596.21,EUR,ACH,Flagged,True,1406,2023-01-17,1006,Escalated,High amount,2406,2023-01-17,Low,No Action,BSA,Compliant
407,2023-01-17,3334.34,GBP,Wire Transfer,Pending,False,1407,2023-01-17,1019,Approved,High amount,2407,2023-01-17,Low,Review Requested,PSD2,Non-Compliant
408,2023-01-17,2404.17,USD,Wire Transfer,Completed,False,1408,2023-01-17,1018,Rejected,High amount,2408,2023-01-17,High,No Action,PSD2,Non-Compliant
409,2023-01-18,6183.2,GBP,ACH,Flagged,True,1409,2023-01-18,1010,Rejected,Check details,2409,2023-01-18,Low,Escalation,Dodd-Frank Act,Compliant
410,2023-01-18,427.44,GBP,Mobile Payment,Completed,False,1410,2023-01-18,1013,Approved,Check details,2410,2023-01-18,Low,Escalation,BSA,Non-Compliant
411,2023-01-18,254.5,GBP,Mobile Payment,Pending,True,1411,2023-01-18,1018,Escalated,High amount,2411,2023-01-18,High,Review Requested,PSD2,Non-Compliant
412,2023-01-18,4345.08,USD,Mobile Payment,Completed,False,1412,2023-01-18,1005,Escalated,All good,2412,2023-01-18,Low,No Action,BSA,Compliant
413,2023-01-18,773.93,GBP,Wire Transfer,Completed,True,1413,2023-01-18,1001,Escalated,All good,2413,2023-01-18,Low,Review Requested,BSA,Compliant
414,2023-01-18,2594.22,GBP,Wire Transfer,Pending,True,1414,2023-01-18,1004,Approved,Check details,2414,2023-01-18,Medium,Escalation,PSD2,Non-Compliant
415,2023-01-18,2289.49,USD,Mobile Payment,Pending,True,1415,2023-01-18,1013,Approved,Check details,2415,2023-01-18,Low,Escalation,BSA,Compliant
416,2023-01-18,2606.59,USD,Mobile Payment,Completed,False,1416,2023-01-18,1016,Escalated,All good,2416,2023-01-18,Low,Escalation,PSD2,Compliant
417,2023-01-18,1397.45,EUR,Wire Transfer,Pending,False,1417,2023-01-18,1006,Approved,Check details,2417,2023-01-18,High,Review Requested,PSD2,Non-Compliant
418,2023-01-18,219.16,USD,Mobile Payment,Flagged,False,1418,2023-01-18,1008,Escalated,Check details,2418,2023-01-18,Low,Review Requested,PSD2,Non-Compliant
419,2023-01-18,1243.29,GBP,Mobile Payment,Flagged,False,1419,2023-01-18,1015,Rejected,All good,2419,2023-01-18,High,Review Requested,Dodd-Frank Act,Non-Compliant
420,2023-01-18,6222.95,GBP,Wire Transfer,Pending,False,1420,2023-01-18,1006,Rejected,High amount,2420,2023-01-18,Medium,Review Requested,Dodd-Frank Act,Compliant
421,2023-01-18,9745.14,USD,ACH,Flagged,True,1421,2023-01-18,1018,Escalated,All good,2421,2023-01-18,Medium,No Action,Dodd-Frank Act,Compliant
422,2023-01-18,9904.42,EUR,Wire Transfer,Completed,False,1422,2023-01-18,1019,Approved,High amount,2422,2023-01-18,Low,No Action,BSA,Non-Compliant
423,2023-01-18,4149.64,USD,Mobile Payment,Pending,False,1423,2023-01-18,1019,Escalated,High amount,2423,2023-01-18,High,Escalation,Dodd-Frank Act,Non-Compliant
424,2023-01-18,1713.25,EUR,Mobile Payment,Flagged,False,1424,2023-01-18,1018,Approved,High amount,2424,2023-01-18,Medium,Escalation,BSA,Compliant
425,2023-01-18,6423.74,USD,ACH,Pending,False,1425,2023-01-18,1002,Rejected,All good,2425,2023-01-18,High,No Action,PSD2,Non-Compliant
426,2023-01-18,4954.02,EUR,ACH,Flagged,False,1426,2023-01-18,1011,Rejected,Check details,2426,2023-01-18,Medium,Escalation,BSA,Compliant
427,2023-01-18,9895.16,EUR,Wire Transfer,Pending,False,1427,2023-01-18,1018,Approved,All good,2427,2023-01-18,High,No Action,PSD2,Non-Compliant
428,2023-01-18,746.51,GBP,ACH,Completed,False,1428,2023-01-18,1010,Escalated,All good,2428,2023-01-18,High,Review Requested,PSD2,Compliant
429,2023-01-18,7854.02,EUR,Mobile Payment,Completed,False,1429,2023-01-18,1005,Approved,Check details,2429,2023-01-18,High,No Action,PSD2,Compliant
430,2023-01-18,2955.15,GBP,Mobile Payment,Pending,False,1430,2023-01-18,1009,Escalated,All good,2430,2023-01-18,Medium,Review Requested,PSD2,Non-Compliant
431,2023-01-18,2490.04,USD,Mobile Payment,Flagged,False,1431,2023-01-18,1019,Escalated,Check details,2431,2023-01-18,High,Escalation,PSD2,Compliant
432,2023-01-18,6658.8,USD,Mobile Payment,Flagged,False,1432,2023-01-18,1006,Rejected,Check details,2432,2023-01-18,Medium,No Action,PSD2,Compliant
433,2023-01-19,2536.03,USD,ACH,Pending,True,1433,2023-01-19,1008,Escalated,High amount,2433,2023-01-19,Medium,Review Requested,Dodd-Frank Act,Compliant
434,2023-01-19,6692.01,USD,Mobile Payment,Flagged,True,1434,2023-01-19,1002,Rejected,Check details,2434,2023-01-19,High,Escalation,BSA,Non-Compliant
435,2023-01-19,5221.35,USD,Mobile Payment,Flagged,False,1435,2023-01-19,1018,Rejected,High amount,2435,2023-01-19,Medium,Review Requested,Dodd-Frank Act,Non-Compliant
436,2023-01-19,4298.48,GBP,Mobile Payment,Pending,False,1436,2023-01-19,1016,Approved,High amount,2436,2023-01-19,High,Escalation,Dodd-Frank Act,Non-Compliant
437,2023-01-19,5591.41,USD,Wire Transfer,Flagged,True,1437,2023-01-19,1008,Rejected,Check details,2437,2023-01-19,Medium,No Action,BSA,Non-Compliant
438,2023-01-19,2941.81,EUR,Wire Transfer,Completed,False,1438,2023-01-19,1017,Rejected,Check details,2438,2023-01-19,Medium,Review Requested,Dodd-Frank Act,Non-Compliant
439,2023-01-19,7095.09,GBP,Mobile Payment,Flagged,False,1439,2023-01-19,1018,Rejected,Check details,2439,2023-01-19,High,Escalation,Dodd-Frank Act,Non-Compliant
440,2023-01-19,4207.08,EUR,ACH,Pending,True,1440,2023-01-19,1007,Escalated,Check details,2440,2023-01-19,High,Escalation,PSD2,Non-Compliant
441,2023-01-19,3669.4,GBP,ACH,Pending,True,1441,2023-01-19,1009,Approved,Check details,2441,2023-01-19,High,Escalation,PSD2,Non-Compliant
442,2023-01-19,8303.7,EUR,Wire Transfer,Pending,True,1442,2023-01-19,1007,Escalated,All good,2442,2023-01-19,Low,No Action,Dodd-Frank Act,Compliant
443,2023-01-19,9257.17,GBP,Wire Transfer,Completed,False,1443,2023-01-19,1003,Rejected,Check details,2443,2023-01-19,Medium,No Action,BSA,Non-Compliant
444,2023-01-19,555.47,USD,ACH,Flagged,False,1444,2023-01-19,1006,Escalated,High amount,2444,2023-01-19,High,Escalation,PSD2,Compliant
445,2023-01-19,2403.01,GBP,Wire Transfer,Pending,True,1445,2023-01-19,1005,Rejected,All good,2445,2023-01-19,Low,No Action,Dodd-Frank Act,Non-Compliant
446,2023-01-19,3550.34,GBP,Wire Transfer,Pending,False,1446,2023-01-19,1003,Approved,Check details,2446,2023-01-19,High,Review Requested,Dodd-Frank Act,Compliant
447,2023-01-19,8168.17,EUR,Mobile Payment,Pending,False,1447,2023-01-19,1014,Rejected,Check details,2447,2023-01-19,High,Escalation,Dodd-Frank Act,Compliant
448,2023-01-19,9856.37,GBP,ACH,Flagged,False,1448,2023-01-19,1018,Rejected,High amount,2448,2023-01-19,Low,Escalation,PSD2,Non-Compliant
449,2023-01-19,9692.82,GBP,Mobile Payment,Flagged,False,1449,2023-01-19,1007,Rejected,High amount,2449,2023-01-19,Low,No Action,Dodd-Frank Act,Compliant
450,2023-01-19,9058.99,USD,Wire Transfer,Flagged,False,1450,2023-01-19,1011,Escalated,All good,2450,2023-01-19,Low,Review Requested,Dodd-Frank Act,Compliant
451,2023-01-19,3035.91,EUR,Wire Transfer,Flagged,True,1451,2023-01-19,1014,Rejected,All good,2451,2023-01-19,Medium,No Action,Dodd-Frank Act,Non-Compliant
452,2023-01-19,9920.91,GBP,Wire Transfer,Flagged,True,1452,2023-01-19,1016,Rejected,Check details,2452,2023-01-19,Medium,Escalation,BSA,Compliant
453,2023-01-19,2569.26,EUR,Wire Transfer,Flagged,True,1453,2023-01-19,1016,Rejected,All good,2453,2023-01-19,High,Review Requested,PSD2,Compliant
454,2023-01-19,1148.47,GBP,ACH,Pending,True,1454,2023-01-19,1004,Rejected,All good,2454,2023-01-19,Low,Review Requested,Dodd-Frank Act,Non-Compliant
455,2023-01-19,9514.43,GBP,ACH,Completed,True,1455,2023-01-19,1016,Rejected,Check details,2455,2023-01-19,High,Review Requested,BSA,Compliant
456,2023-01-19,2410.86,EUR,ACH,Pending,True,1456,2023-01-19,1008,Rejected,All good,2456,2023-01-19,High,No Action,Dodd-Frank Act,Non-Compliant
457,2023-01-20,6928.71,USD,ACH,Completed,True,1457,2023-01-20,1009,Escalated,High amount,2457,2023-01-20,High,No Action,Dodd-Frank Act,Non-Compliant
458,2023-01-20,677.73,GBP,Mobile Payment,Pending,True,1458,2023-01-20,1005,Approved,Check details,2458,2023-01-20,Low,Escalation,BSA,Non-Compliant
459,2023-01-20,7334.02,GBP,Mobile Payment,Pending,True,1459,2023-01-20,1018,Approved,Check details,2459,2023-01-20,Low,Review Requested,Dodd-Frank Act,Compliant
460,2023-01-20,8829.03,GBP,Mobile Payment,Completed,False,1460,2023-01-20,1013,Approved,Check details,2460,2023-01-20,Low,No Action,Dodd-Frank Act,Non-Compliant
461,2023-01-20,2797.13,EUR,Wire Transfer,Pending,True,1461,2023-01-20,1015,Approved,All good,2461,2023-01-20,Medium,Escalation,BSA,Non-Compliant
462,2023-01-20,3852.66,USD,ACH,Completed,False,1462,2023-01-20,1010,Escalated,Check details,2462,2023-01-20,Medium,Escalation,Dodd-Frank Act,Compliant
463,2023-01-20,3805.53,GBP,ACH,Completed,False,1463,2023-01-20,1005,Rejected,High amount,2463,2023-01-20,Low,Escalation,PSD2,Non-Compliant
464,2023-01-20,7513.0,GBP,ACH,Completed,True,1464,2023-01-20,1004,Rejected,All good,2464,2023-01-20,Low,Escalation,BSA,Non-Compliant
465,2023-01-20,2454.29,GBP,Mobile Payment,Pending,True,1465,2023-01-20,1019,Escalated,High amount,2465,2023-01-20,Low,Review Requested,Dodd-Frank Act,Non-Compliant
466,2023-01-20,1801.35,EUR,Wire Transfer,Flagged,True,1466,2023-01-20,1015,Approved,All good,2466,2023-01-20,Medium,Escalation,PSD2,Compliant
467,2023-01-20,4547.99,EUR,Wire Transfer,Pending,True,1467,2023-01-20,1008,Escalated,High amount,2467,2023-01-20,Medium,No Action,Dodd-Frank Act,Compliant
468,2023-01-20,3114.24,EUR,Wire Transfer,Pending,False,1468,2023-01-20,1005,Escalated,Check details,2468,2023-01-20,High,Review Requested,BSA,Compliant
469,2023-01-20,8407.97,EUR,Mobile Payment,Completed,True,1469,2023-01-20,1009,Approved,Check details,2469,2023-01-20,Low,Review Requested,Dodd-Frank Act,Non-Compliant
470,2023-01-20,2453.64,USD,ACH,Completed,False,1470,2023-01-20,1017,Escalated,All good,2470,2023-01-20,Low,Review Requested,PSD2,Compliant
471,2023-01-20,5073.66,EUR,Mobile Payment,Flagged,True,1471,2023-01-20,1008,Rejected,Check details,2471,2023-01-20,Medium,Review Requested,Dodd-Frank Act,Non-Compliant
472,2023-01-20,9431.58,EUR,ACH,Completed,True,1472,2023-01-20,1014,Escalated,All good,2472,2023-01-20,Medium,Escalation,Dodd-Frank Act,Compliant
473,2023-01-20,6376.58,GBP,Wire Transfer,Flagged,False,1473,2023-01-20,1012,Approved,Check details,2473,2023-01-20,High,Escalation,Dodd-Frank Act,Non-Compliant
474,2023-01-20,8686.17,EUR,ACH,Pending,True,1474,2023-01-20,1009,Approved,All good,2474,2023-01-20,Low,Review Requested,PSD2,Non-Compliant
475,2023-01-20,9408.08,USD,Wire Transfer,Completed,False,1475,2023-01-20,1016,Approved,All good,2475,2023-01-20,Medium,Escalation,PSD2,Compliant
476,2023-01-20,7532.57,USD,Wire Transfer,Pending,False,1476,2023-01-20,1001,Escalated,High amount,2476,2023-01-20,Low,Review Requested,Dodd-Frank Act,Compliant
477,2023-01-20,7025.79,GBP,Wire Transfer,Flagged,False,1477,2023-01-20,1001,Approved,Check details,2477,2023-01-20,Medium,Review Requested,Dodd-Frank Act,Compliant
478,2023-01-20,9682.86,USD,ACH,Flagged,False,1478,2023-01-20,1010,Rejected,High amount,2478,2023-01-20,High,Escalation,BSA,Non-Compliant
479,2023-01-20,9944.57,EUR,Mobile Payment,Flagged,False,1479,2023-01-20,1012,Approved,Check details,2479,2023-01-20,Low,Escalation,BSA,Compliant
480,2023-01-20,4573.03,EUR,Wire Transfer,Pending,False,1480,2023-01-20,1003,Rejected,Check details,2480,2023-01-20,High,No Action,PSD2,Non-Compliant
481,2023-01-21,801.61,USD,ACH,Flagged,False,1481,2023-01-21,1001,Escalated,Check details,2481,2023-01-21,Medium,Escalation,BSA,Non-Compliant
482,2023-01-21,2998.66,USD,Wire Transfer,Flagged,False,1482,2023-01-21,1008,Approved,High amount,2482,2023-01-21,Low,No Action,Dodd-Frank Act,Non-Compliant
483,2023-01-21,1608.31,EUR,ACH,Pending,True,1483,2023-01-21,1016,Approved,High amount,2483,2023-01-21,Medium,No Action,BSA,Non-Compliant
484,2023-01-21,4233.12,GBP,Mobile Payment,Pending,False,1484,2023-01-21,1006,Rejected,High amount,2484,2023-01-21,Medium,Review Requested,PSD2,Non-Compliant
485,2023-01-21,1399.76,EUR,Wire Transfer,Flagged,False,1485,2023-01-21,1011,Escalated,Check details,2485,2023-01-21,Medium,Escalation,PSD2,Compliant
486,2023-01-21,6080.77,GBP,Wire Transfer,Completed,True,1486,2023-01-21,1014,Rejected,All good,2486,2023-01-21,High,No Action,Dodd-Frank Act,Compliant
487,2023-01-21,3889.8,GBP,Wire Transfer,Flagged,False,1487,2023-01-21,1013,Escalated,Check details,2487,2023-01-21,Low,Escalation,PSD2,Compliant
488,2023-01-21,8964.32,USD,Mobile Payment,Completed,False,1488,2023-01-21,1004,Rejected,Check details,2488,2023-01-21,Medium,No Action,BSA,Compliant
489,2023-01-21,9681.17,GBP,ACH,Pending,False,1489,2023-01-21,1002,Rejected,All good,2489,2023-01-21,Medium,No Action,PSD2,Non-Compliant
490,2023-01-21,5514.16,EUR,Wire Transfer,Pending,False,1490,2023-01-21,1003,Approved,Check details,2490,2023-01-21,High,No Action,Dodd-Frank Act,Compliant
491,2023-01-21,2820.75,EUR,Wire Transfer,Pending,False,1491,2023-01-21,1007,Rejected,High amount,2491,2023-01-21,Low,Escalation,BSA,Compliant
492,2023-01-21,5963.08,USD,Mobile Payment,Pending,True,1492,2023-01-21,1018,Escalated,High amount,2492,2023-01-21,Medium,Review Requested,PSD2,Compliant
493,2023-01-21,8977.94,GBP,ACH,Pending,False,1493,2023-01-21,1014,Rejected,High amount,2493,2023-01-21,Medium,No Action,BSA,Compliant
494,2023-01-21,4126.66,EUR,Mobile Payment,Pending,True,1494,2023-01-21,1010,Escalated,High amount,2494,2023-01-21,Low,No Action,BSA,Non-Compliant
495,2023-01-21,5565.57,GBP,Mobile Payment,Pending,False,1495,2023-01-21,1010,Rejected,All good,2495,2023-01-21,Low,Escalation,BSA,Compliant
496,2023-01-21,2789.36,EUR,Wire Transfer,Completed,True,1496,2023-01-21,1006,Approved,High amount,2496,2023-01-21,High,Escalation,Dodd-Frank Act,Compliant
497,2023-01-21,4608.9,EUR,ACH,Flagged,False,1497,2023-01-21,1015,Rejected,Check details,2497,2023-01-21,Medium,Review Requested,PSD2,Compliant
498,2023-01-21,4076.96,EUR,Wire Transfer,Flagged,True,1498,2023-01-21,1016,Escalated,Check details,2498,2023-01-21,High,Review Requested,Dodd-Frank Act,Compliant
499,2023-01-21,2559.29,EUR,Wire Transfer,Pending,True,1499,2023-01-21,1008,Escalated,High amount,2499,2023-01-21,High,No Action,Dodd-Frank Act,Compliant
